2010.07.21,47.80
2010.07.22,58.06
2010.07.23,46.15
2010.07.24,43.59
2010.07.25,19.15
2010.07.26,38.12
2010.07.27,47.85
2010.07.28,43.73
2010.07.29,43.87
2010.07.30,42.24
2010.07.31,38.43
2010.08.01,28.92
2010.08.02,43.67
2010.08.03,41.32
2010.08.04,41.03
2010.08.05,39.80
2010.08.06,38.54
2010.08.07,35.11
2010.08.08,24.08
2010.08.09,38.74
2010.08.10,39.14
2010.08.11,40.14
2010.08.12,42.20
2010.08.13,42.13
2010.08.14,36.73
2010.08.15,27.18
2010.08.16,"1,147.96"
2010.08.17,43.26
2010.08.18,40.04
2010.08.19,41.14
2010.08.20,43.62
2010.08.21,39.19
2010.08.22,30.91
2010.08.23,54.28
2010.08.24,56.18
2010.08.25,42.61
2010.08.26,50.55
2010.08.27,54.70
2010.08.28,45.58
2010.08.29,29.87
2010.08.30,34.44
2010.08.31,46.44
2010.09.01,46.54
2010.09.02,45.21
2010.09.03,46.65
2010.09.04,44.95
2010.09.05,41.04
2010.09.06,42.42
2010.09.07,45.56
2010.09.08,38.18
2010.09.09,45.24
2010.09.10,46.92
2010.09.11,43.74
2010.09.12,35.90
2010.09.13,43.57
2010.09.14,44.85
2010.09.15,43.79
2010.09.16,45.75
2010.09.17,47.77
2010.09.18,42.15
2010.09.19,36.90
2010.09.20,51.20
2010.09.21,50.22
2010.09.22,51.15
2010.09.23,50.79
2010.09.24,49.39
2010.09.25,45.69
2010.09.26,38.01
2010.09.27,50.96
2010.09.28,55.037
2010.09.29,56.00
2010.09.30,57.23
2010.10.01,55.79
2010.10.02,47.51
2010.10.03,40.56
2010.10.04,50.42
2010.10.05,51.24
2010.10.06,52.07
2010.10.07,52.28
2010.10.08,49.62
2010.10.09,46.97
2010.10.10,45.86
2010.10.11,48.67
2010.10.12,54.03
2010.10.13,54.58
2010.10.14,53.81
2010.10.15,56.26
2010.10.16,40.17
2010.10.17,52.60
2010.10.18,58.30
2010.10.19,57.25
2010.10.20,54.47
2010.10.21,53.52
2010.10.22,54.16
2010.10.23,46.43
2010.10.24,42.67
2010.10.25,52.36
2010.10.26,57.12
2010.10.27,52.32
2010.10.28,52.07
2010.10.29,51.32
2010.10.30,47.14
2010.10.31,31.95
2010.11.01,41.87
2010.11.02,47.31
2010.11.03,40.50
2010.11.04,43.18
2010.11.05,42.65
2010.11.06,51.43
2010.11.07,46.98
2010.11.08,49.49
2010.11.09,52.75
2010.11.10,49.03
2010.11.11,42.80
2010.11.12,37.05
2010.11.13,37.79
2010.11.14,32.56
2010.11.15,46.33
2010.11.16,51.74
2010.11.17,50.09
2010.11.18,43.18
2010.11.19,52.46
2010.11.20,48.12
2010.11.21,42.73
2010.11.22,45.91
2010.11.23,50.27
2010.11.24,45.65
2010.11.25,57.51
2010.11.26,55.19
2010.11.27,52.55
2010.11.28,47.86
2010.11.29,57.12
2010.11.30,57.48
2010.12.01,47.43
2010.12.02,54.11
2010.12.03,61.64
2010.12.04,52.31
2010.12.05,42.48
2010.12.06,56.90
2010.12.07,61.64
2010.12.08,52.79
2010.12.09,50.46
2010.12.10,55.08
2010.12.11,38.06
2010.12.12,43.38
2010.12.13,62.11
2010.12.14,62.33
2010.12.15,66.71
2010.12.16,45.97
2010.12.17,51.61
2010.12.18,45.14
2010.12.19,31.87
2010.12.20,58.28
2010.12.21,62.94
2010.12.22,38.82
2010.12.23,44.50
2010.12.24,30.28
2010.12.25,31.82
2010.12.26,40.07
2010.12.27,55.97
2010.12.28,42.75
2010.12.29,49.99
2010.12.30,50.57
2010.12.31,41.57
2011.01.01.,30.22
2011.01.02.,41.83
2011.01.03.,65.50
2011.01.04.,61.60
2011.01.05.,54.26
2011.01.06.,45.11
2011.01.07.,47.02
2011.01.08.,38.26
2011.01.09.,34.83
2011.01.10.,59.43
2011.01.11.,52.34
2011.01.12.,52.13
2011.01.13.,48.73
2011.01.14.,44.90
2011.01.15.,37.22
2011.01.16.,28.22
2011.01.17.,44.94
2011.01.18.,52.67
2011.01.19.,55.09
2011.01.20.,57.49
2011.01.21.,55.86
2011.01.22.,50.80
2011.01.23.,51.40
2011.01.24.,56.84
2011.01.25.,54.25
2011.01.26.,59.29
2011.01.27.,57.78
2011.01.28.,58.03
2011.01.29.,52.98
2011.01.30.,46.54
2011.01.31.,55.47
2011.02.01.,59.36
2011.02.02.,54.17
2011.02.03.,51.31
2011.02.04.,46.42
2011.02.05.,36.96
2011.02.06.,33.82
2011.02.07.,43.92
2011.02.08.,49.74
2011.02.09.,55.26
2011.02.10.,52.50
2011.02.11.,50.78
2011.02.12.,46.22
2011.02.13.,43.10
2011.02.14.,47.63
2011.02.15.,52.16
2011.02.16.,57.45
2011.02.17.,55.57
2011.02.18.,56.64
2011.02.19.,53.11
2011.02.20.,42.22
2011.02.21.,55.59
2011.02.22.,59.60
2011.02.23.,58.31
2011.02.24.,57.40
2011.02.25.,56.79
2011.02.26.,49.92
2011.02.27.,48.01
2011.02.28.,58.56
2011.03.01.,58.79
2011.03.02.,58.04
2011.03.03.,58.12
2011.03.04.,59.13
2011.03.05.,51.25
2011.03.06.,49.21
2011.03.07.,57.59
2011.03.08.,56.79
2011.03.09.,50.52
2011.03.10.,50.07
2011.03.11.,54.0695
2011.03.12.,52.16
2011.03.13.,46.38
2011.03.14.,56.71
2011.03.15.,55.05
2011.03.16.,50.26
2011.03.17.,56.23
2011.03.18.,59.20
2011.03.19.,55.08
2011.03.20.,47.28
2011.03.21.,63.26
2011.03.22.,55.40
2011.03.23.,53.92
2011.03.24.,52.19
2011.03.25.,49.52
2011.03.26.,51.69
2011.03.27.,49.03
2011.03.28.,55.89
2011.03.29.,54.98
2011.03.30.,53.86
2011.03.31.,50.56
2011.04.01.,52.40
2011.04.02.,50.90
2011.04.03.,48.11
2011.04.04.,57.78
2011.04.05.,56.10
2011.04.06.,54.36
2011.04.07.,53.34
2011.04.08.,52.56
2011.04.09.,48.81
2011.04.10.,43.37
2011.04.11.,51.40
2011.04.12.,51.37
2011.04.13.,55.63
2011.04.14.,60.85
2011.04.15.,57.01
2011.04.16.,53.59
2011.04.17.,48.48
2011.04.18.,60.48
2011.04.19.,58.08
2011.04.20.,56.45
2011.04.21.,57.16
2011.04.22.,49.36
2011.04.23.,52.68
2011.04.24.,37.94
2011.04.25.,30.69
2011.04.26.,51.89
2011.04.27.,57.34
2011.04.28.,56.32
2011.04.29.,52.49
2011.04.30.,43.47
2011.05.01.,36.81
2011.05.02.,53.03
2011.05.03.,60.11
2011.05.04.,61.33
2011.05.05.,61.36
2011.05.06.,59.42
2011.05.07.,53.53
2011.05.08.,37.45
2011.05.09.,50.14
2011.05.10.,61.96
2011.05.11.,64.72
2011.05.12.,66.45
2011.05.13.,61.28
2011.05.14.,57.20
2011.05.15.,44.89
2011.05.16.,57.75
2011.05.17.,56.16
2011.05.18.,64.18
2011.05.19.,63.80
2011.05.20.,62.72
2011.05.21.,57.56
2011.05.22.,47.63
2011.05.23.,57.41
2011.05.24.,60.81
2011.05.25.,60.91
2011.05.26.,58.13
2011.05.27.,56.06
2011.05.28.,51.64
2011.05.29.,45.41
2011.05.30.,59.08
2011.05.31.,59.22
2011.06.01.,58.28
2011.06.02.,48.73
2011.06.03.,54.28
2011.06.04.,53.55
2011.06.05.,46.98
2011.06.06.,60.72
2011.06.07.,61.34
2011.06.08.,59.95
2011.06.09.,57.14
2011.06.10.,58.15
2011.06.11.,51.29
2011.06.12.,45.00
2011.06.13.,50.43
2011.06.14.,57.52
2011.06.15.,62.02
2011.06.16.,59.42
2011.06.17.,55.38
2011.06.18.,50.64
2011.06.19.,35.29
2011.06.20.,46.73
2011.06.21.,56.84
2011.06.22.,56.92
2011.06.23.,48.32
2011.06.24.,48.62
2011.06.25.,49.94
2011.06.26.,40.99
2011.06.27.,52.44
2011.06.28.,53.87
2011.06.29.,52.56
2011.06.30.,49.46
2011.07.01.,50.29
2011.07.02.,84.61
2011.07.03.,25.06
2011.07.04.,57.78
2011.07.05.,53.86
2011.07.06.,60.56
2011.07.07.,64.99
2011.07.08.,61.08
2011.07.09.,48.63
2011.07.10.,52.65
2011.07.11.,77.36
2011.07.12.,73.61
2011.07.13.,53.73
2011.07.14.,67.69
2011.07.15.,51.64
2011.07.16.,57.43
2011.07.17.,64.24
2011.07.18.,65.06
2011.07.19.,56.35
2011.07.20.,54.81
2011.07.21.,53.19
2011.07.22.,46.33
2011.07.23.,60.92
2011.07.24.,25.06
2011.07.25.,48.07
2011.07.26.,49.18
2011.07.27.,49.37
2011.07.28.,48.31
2011.07.29.,46.01
2011.07.30.,38.94
2011.07.31.,31.85
2011.08.01.,78.85
2011.08.02.,51.23
2011.08.03.,49.34
2011.08.04.,48.67
2011.08.05.,48.74
2011.08.06.,85.16
2011.08.07.,58.29
2011.08.08.,53.87
2011.08.09.,41.38
2011.08.10.,42.86
2011.08.11.,44.42
2011.08.12.,46.88
2011.08.13.,47.24
2011.08.14.,36.88
2011.08.15.,43.99
2011.08.16.,51.14
2011.08.17.,55.14
2011.08.18.,52.87
2011.08.19.,50.12
2011.08.20.,48.12
2011.08.21.,49.48
2011.08.22.,60.28
2011.08.23.,60.23
2011.08.24.,67.38
2011.08.25.,62.91
2011.08.26.,84.47
2011.08.27.,60.75
2011.08.28.,37.71
2011.08.29.,68.22
2011.08.30.,56.31
2011.08.31.,59.25
2011.09.01.,63.95
2011.09.02.,59.42
2011.09.03.,51.98
2011.09.04.,46.31
2011.09.05.,58.55
2011.09.06.,82.22
2011.09.07.,73.46
2011.09.08.,71.44
2011.09.09.,59.83
2011.09.10.,59.06
2011.09.11.,48.85
2011.09.12.,86.73
2011.09.13.,93.06
2011.09.14.,66.38
2011.09.15.,98.22
2011.09.16.,69.06
2011.09.17.,79.78
2011.09.18.,65.03
2011.09.19.,59.26
2011.09.20.,61.56
2011.09.21.,68.42
2011.09.22.,58.71
2011.09.23.,62.82
2011.09.24.,69.12
2011.09.25.,45.93
2011.09.26.,54.89
2011.09.27.,66.74
2011.09.28.,57.61
2011.09.29.,58.90
2011.09.30.,59.03
2011.10.01.,49.91
2011.10.02.,40.46
2011.10.03.,60.02
2011.10.04.,56.05
2011.10.05.,61.63
2011.10.06.,73.62
2011.10.07.,53.34
2011.10.08.,43.44
2011.10.09.,44.31
2011.10.10.,49.16
2011.10.11.,54.57
2011.10.12.,60.33
2011.10.13.,86.36
2011.10.14.,60.16
2011.10.15.,57.81
2011.10.16.,45.63
2011.10.17.,56.40
2011.10.18.,54.49
2011.10.19.,58.86
2011.10.20.,61.62
2011.10.21.,62.67
2011.10.22.,50.86
2011.10.23.,42.84
2011.10.24.,55.55
2011.10.25.,63.97
2011.10.26.,58.98
2011.10.27.,56.87
2011.10.28.,56.83
2011.10.29.,50.84
2011.10.30.,43.68
2011.10.31.,47.50
2011.11.01.,49.55
2011.11.02.,67.39
2011.11.03.,75.30
2011.11.04.,56.43
2011.11.05.,64.41
2011.11.06.,54.89
2011.11.07.,58.02
2011.11.08.,62.41
2011.11.09.,60.58
2011.11.10.,63.80
2011.11.11.,66.19
2011.11.12.,57.37
2011.11.13.,47.49
2011.11.14.,62.30
2011.11.15.,68.86
2011.11.16.,73.04
2011.11.17.,71.77
2011.11.18.,69.10
2011.11.19.,84.33
2011.11.20.,71.36
2011.11.21.,75.07
2011.11.22.,75.79
2011.11.23.,87.08
2011.11.24.,79.13
2011.11.25.,71.70
2011.11.26.,50.86
2011.11.27.,41.12
2011.11.28.,77.88
2011.11.29.,86.26
2011.11.30.,62.04
2011.12.01.,69.22
2011.12.02.,69.25
2011.12.03.,65.97
2011.12.04.,68.09
2011.12.05.,56.67
2011.12.06.,71.19
2011.12.07.,61.89
2011.12.08.,65.73
2011.12.09.,71.51
2011.12.10.,56.60
2011.12.11.,48.76
2011.12.12.,68.30
2011.12.13.,73.82
2011.12.14.,66.34
2011.12.15.,63.74
2011.12.16.,48.50
2011.12.17.,44.55
2011.12.18.,47.38
2011.12.19.,54.29
2011.12.20.,58.27
2011.12.21.,55.85
2011.12.22.,58.58
2011.12.23.,42.75
2011.12.24.,80.97
2011.12.25.,32.36
2011.12.26.,23.94
2011.12.27.,48.01
2011.12.28.,74.47
2011.12.29.,47.07
2011.12.30.,39.07
2011.12.31.,42.81
2012.01.01.,18.95
2012.01.02.,36.07
2012.01.03.,59.19
2012.01.04.,44.47
2012.01.05.,44.50
2012.01.06.,34.44
2012.01.07.,71.99
2012.01.08.,54.87
2012.01.09.,52.42
2012.01.10.,52.53
2012.01.11.,47.64
2012.01.12.,74.70
2012.01.13.,51.12
2012.01.14.,44.59
2012.01.15.,45.67
2012.01.16.,53.33
2012.01.17.,59.30
2012.01.18.,76.92
2012.01.19.,65.42
2012.01.20.,73.01
2012.01.21.,55.67
2012.01.22.,49.48
2012.01.23.,53.37
2012.01.24.,100.08
2012.01.25.,53.80
2012.01.26.,78.63
2012.01.27.,64.95
2012.01.28.,56.30
2012.01.29.,47.71
2012.01.30.,51.29
2012.01.31.,65.51
2012.02.01.,52.02
2012.02.02.,59.62
2012.02.03.,68.44
2012.02.04.,80.58
2012.02.05.,53.74
2012.02.06.,74.11
2012.02.07.,77.52
2012.02.08.,96.77
2012.02.09.,90.64
2012.02.10.,91.33
2012.02.11.,109.92
2012.02.12.,90.40
2012.02.13.,89.21
2012.02.14.,100.28
2012.02.15.,79.17
2012.02.16.,145.05
2012.02.17.,64.30
2012.02.18.,53.50
2012.02.19.,56.02
2012.02.20.,86.03
2012.02.21.,72.10
2012.02.22.,76.51
2012.02.23.,98.84
2012.02.24.,49.75
2012.02.25.,73.74
2012.02.26.,53.82
2012.02.27.,51.89
2012.02.28.,46.41
2012.02.29.,57.96
2012.03.01.,49.04
2012.03.02.,52.17
2012.03.03.,48.10
2012.03.04.,37.90
2012.03.05.,49.33
2012.03.06.,64.71
2012.03.07.,73.05
2012.03.08.,69.95
2012.03.09.,60.86
2012.03.10.,58.80
2012.03.11.,43.07
2012.03.12.,49.88
2012.03.13.,56.26
2012.03.14.,60.20
2012.03.15.,46.05
2012.03.16.,48.78
2012.03.17.,38.41
2012.03.18.,34.07
2012.03.19.,43.05
2012.03.20.,46.87
2012.03.21.,45.48
2012.03.22.,45.18
2012.03.23.,43.55
2012.03.24.,39.53
2012.03.25.,26.73
2012.03.26.,43.72
2012.03.27.,56.81
2012.03.28.,38.40
2012.03.29.,49.15
2012.03.30.,51.84
2012.03.31.,27.66
2012.04.01.,80.65
2012.04.02.,69.82
2012.04.03.,53.12
2012.04.04.,70.82
2012.04.05.,56.35
2012.04.06.,61.03
2012.04.07.,35.25
2012.04.08.,23.65
2012.04.09.,19.95
2012.04.10.,64.74
2012.04.11.,83.36
2012.04.12.,59.06
2012.04.13.,50.38
2012.04.14.,49.40
2012.04.15.,33.00
2012.04.16.,47.71
2012.04.17.,99.42
2012.04.18.,52.16
2012.04.19.,52.20
2012.04.20.,56.56
2012.04.21.,45.28
2012.04.22.,37.47
2012.04.23.,55.13
2012.04.24.,53.30
2012.04.25.,44.33
2012.04.26.,44.21
2012.04.27.,43.23
2012.04.28.,38.65
2012.04.29.,25.61
2012.04.30.,36.66
2012.05.01.,26.69
2012.05.02.,47.37
2012.05.03.,51.80
2012.05.04.,45.76
2012.05.05.,38.01
2012.05.06.,31.28
2012.05.07.,46.56
2012.05.08.,41.79
2012.05.09.,48.45
2012.05.10.,44.30
2012.05.11.,45.75
2012.05.12.,43.89
2012.05.13.,29.50
2012.05.14.,41.57
2012.05.15.,46.41
2012.05.16.,46.36
2012.05.17.,55.64
2012.05.18.,54.51
2012.05.19.,59.41
2012.05.20.,28.97
2012.05.21.,37.74
2012.05.22.,41.51
2012.05.23.,46.87
2012.05.24.,40.64
2012.05.25.,41.83
2012.05.26.,44.92
2012.05.27.,18.22
2012.05.28.,23.68
2012.05.29.,37.42
2012.05.30.,45.37
2012.05.31.,46.65
2012.06.01.,41.91
2012.06.02.,39.85
2012.06.03.,27.26
2012.06.04.,43.79
2012.06.05.,43.75
2012.06.06.,47.24
2012.06.07.,42.29
2012.06.08.,40.44
2012.06.09.,28.31
2012.06.10.,27.32
2012.06.11.,45.59
2012.06.12.,45.35
2012.06.13.,48.56
2012.06.14.,46.28
2012.06.15.,42.09
2012.06.16.,33.59
2012.06.17.,20.49
2012.06.18.,40.49
2012.06.19.,50.35
2012.06.20.,51.27
2012.06.21.,57.51
2012.06.22.,39.72
2012.06.23.,61.05
2012.06.24.,35.26
2012.06.25.,41.01
2012.06.26.,53.04
2012.06.27.,49.50
2012.06.28.,56.71
2012.06.29.,49.65
2012.06.30.,33.95
2012.07.01.,54.81
2012.07.02.,76.82
2012.07.03.,116.73
2012.07.04.,81.97
2012.07.05.,53.70
2012.07.06.,93.74
2012.07.07.,52.69
2012.07.08.,45.58
2012.07.09.,87.08
2012.07.10.,79.20
2012.07.11.,89.52
2012.07.12.,56.23
2012.07.13.,61.40
2012.07.14.,49.10
2012.07.15.,25.48
2012.07.16.,45.12
2012.07.17.,59.49
2012.07.18.,45.91
2012.07.19.,55.70
2012.07.20.,52.24
2012.07.21.,37.93
2012.07.22.,26.01
2012.07.23.,38.18
2012.07.24.,43.05
2012.07.25.,47.49
2012.07.26.,50.64
2012.07.27.,57.62
2012.07.28.,44.59
2012.07.29.,26.51
2012.07.30.,56.61
2012.07.31.,57.61
2012.08.01.,53.78
2012.08.02.,66.24
2012.08.03.,60.15
2012.08.04.,63.12
2012.08.05.,63.78
2012.08.06.,47.81
2012.08.07.,49.24
2012.08.08.,66.33
2012.08.09.,61.86
2012.08.10.,73.94
2012.08.11.,57.85
2012.08.12.,45.44
2012.08.13.,50.38
2012.08.14.,72.08
2012.08.15.,59.04
2012.08.16.,57.03
2012.08.17.,56.01
2012.08.18.,57.25
2012.08.19.,42.11
2012.08.20.,56.11
2012.08.21.,72.23
2012.08.22.,79.18
2012.08.23.,66.05
2012.08.24.,81.04
2012.08.25.,61.00
2012.08.26.,60.45
2012.08.27.,65.81
2012.08.28.,56.26
2012.08.29.,62.41
2012.08.30.,67.50
2012.08.31.,52.64
2012.09.01.,45.10
2012.09.02.,34.19
2012.09.03.,50.66
2012.09.04.,56.44
2012.09.05.,67.46
2012.09.06.,51.60
2012.09.07.,52.44
2012.09.08.,57.60
2012.09.09.,45.60
2012.09.10.,50.51
2012.09.11.,52.88
2012.09.12.,57.22
2012.09.13.,54.26
2012.09.14.,41.71
2012.09.15.,41.49
2012.09.16.,33.08
2012.09.17.,51.60
2012.09.18.,52.79
2012.09.19.,53.49
2012.09.20.,52.93
2012.09.21.,50.63
2012.09.22.,67.58
2012.09.23.,36.70
2012.09.24.,45.38
2012.09.25.,62.44
2012.09.26.,52.59
2012.09.27.,46.28
2012.09.28.,49.45
2012.09.29.,40.21
2012.09.30.,27.03
2012.10.01.,52.21
2012.10.02.,52.70
2012.10.03.,71.33
2012.10.04.,48.91
2012.10.05.,41.23
2012.10.06.,39.99
2012.10.07.,31.99
2012.10.08.,49.18
2012.10.09.,50.19
2012.10.10.,51.77
2012.10.11.,53.51
2012.10.12.,46.54
2012.10.13.,44.16
2012.10.14.,34.11
2012.10.15.,47.63
2012.10.16.,41.72
2012.10.17.,44.56
2012.10.18.,42.39
2012.10.19.,41.21
2012.10.20.,38.52
2012.10.21.,33.24
2012.10.22.,47.66
2012.10.23.,52.97
2012.10.24.,55.02
2012.10.25.,48.81
2012.10.26.,52.40
2012.10.27.,40.98
2012.10.28.,34.17
2012.10.29.,47.70
2012.10.30.,57.96
2012.10.31.,50.17
2012.11.01.,33.04
2012.11.02.,33.56
2012.11.03.,34.47
2012.11.04.,30.95
2012.11.05.,45.77
2012.11.06.,43.58
2012.11.07.,42.78
2012.11.08.,40.48
2012.11.09.,50.93
2012.11.10.,43.87
2012.11.11.,34.71
2012.11.12.,50.66
2012.11.13.,54.99
2012.11.14.,52.20
2012.11.15.,52.63
2012.11.16.,52.94
2012.11.17.,42.83
2012.11.18.,39.90
2012.11.19.,52.01
2012.11.20.,54.26
2012.11.21.,51.86
2012.11.22.,49.91
2012.11.23.,54.14
2012.11.24.,52.20
2012.11.25.,38.75
2012.11.26.,45.18
2012.11.27.,52.69
2012.11.28.,54.74
2012.11.29.,48.53
2012.11.30.,56.09
2012.12.01.,42.71
2012.12.02.,39.08
2012.12.03.,54.58
2012.12.04.,49.45
2012.12.05.,53.64
2012.12.06.,54.57
2012.12.07.,53.78
2012.12.08.,47.99
2012.12.09.,32.64
2012.12.10.,52.61
2012.12.11.,61.78
2012.12.12.,69.34
2012.12.13.,67.85
2012.12.14.,51.21
2012.12.15.,39.28
2012.12.16.,36.28
2012.12.17.,50.87
2012.12.18.,53.38
2012.12.19.,53.28
2012.12.20.,45.27
2012.12.21.,42.07
2012.12.22.,54.41
2012.12.23.,27.70
2012.12.24.,15.61
2012.12.25.,-5.26
2012.12.26.,-6.71
2012.12.27.,34.89
2012.12.28.,29.65
2012.12.29.,36.30
2012.12.30.,45.12
2012.12.31.,32.25
2013.01.01.,8.61
2013.01.02.,35.73
2013.01.03.,46.00
2013.01.04.,37.78
2013.01.05.,37.35
2013.01.06.,32.22
2013.01.07.,44.96
2013.01.08.,50.67
2013.01.09.,51.60
2013.01.10.,50.76
2013.01.11.,52.97
2013.01.12.,50.17
2013.01.13.,38.99
2013.01.14.,55.08
2013.01.15.,53.90
2013.01.16.,54.49
2013.01.17.,54.89
2013.01.18.,50.16
2013.01.19.,37.98
2013.01.20.,30.27
2013.01.21.,42.95
2013.01.22.,51.20
2013.01.23.,49.74
2013.01.24.,58.71
2013.01.25.,54.22
2013.01.26.,37.91
2013.01.27.,33.09
2013.01.28.,43.00
2013.01.29.,48.67
2013.01.30.,30.51
2013.01.31.,51.62
2013.02.01.,36.27
2013.02.02.,41.70
2013.02.03.,56.02
2013.02.04.,48.43
2013.02.05.,32.95
2013.02.06.,43.60
2013.02.07.,48.90
2013.02.08.,47.24
2013.02.09.,41.71
2013.02.10.,34.44
2013.02.11.,36.88
2013.02.12.,47.09
2013.02.13.,50.09
2013.02.14.,46.75
2013.02.15.,48.18
2013.02.16.,39.62
2013.02.17.,36.92
2013.02.18.,48.37
2013.02.19.,48.23
2013.02.20.,49.37
2013.02.21.,50.21
2013.02.22.,48.60
2013.02.23.,42.11
2013.02.24.,33.40
2013.02.25.,46.22
2013.02.26.,50.31
2013.02.27.,55.78
2013.02.28.,44.19
2013.03.01.,47.16
2013.03.02.,38.92
2013.03.03.,33.76
2013.03.04.,46.58
2013.03.05.,43.61
2013.03.06.,44.92
2013.03.07.,39.22
2013.03.08.,36.69
2013.03.09.,31.56
2013.03.10.,19.66
2013.03.11.,
2013.03.12.,45.73
2013.03.13.,46.27
2013.03.14.,38.81
2013.03.15.,39.84
2013.03.16.,30.15
2013.03.17.,12.32
2013.03.18.,40.19
2013.03.19.,43.09
2013.03.20.,47.47
2013.03.21.,47.55
2013.03.22.,37.62
2013.03.23.,21.78
2013.03.24.,13.03
2013.03.25.,36.39
2013.03.26.,42.61
2013.03.27.,41.52
2013.03.28.,50.53
2013.03.29.,37.84
2013.03.30.,38.03
2013.03.31.,27.86
2013.04.01.,24.57
2013.04.02.,49.30
2013.04.03.,44.57
2013.04.04.,43.27
2013.04.05.,49.98
2013.04.06.,43.66
2013.04.07.,30.68
2013.04.08.,56.18
2013.04.09.,53.75
2013.04.10.,53.51
2013.04.11.,55.51
2013.04.12.,47.04
2013.04.13.,28.08
2013.04.14.,17.81
2013.04.15.,35.65
2013.04.16.,43.89
2013.04.17.,42.36
2013.04.18.,26.55
2013.04.19.,33.63
2013.04.20.,26.55
2013.04.21.,16.83
2013.04.22.,36.32
2013.04.23.,31.94
